institution_id,INST_1,INST_10,INST_11,INST_12,INST_13,INST_14,INST_15,INST_16,INST_17,INST_18,INST_19,INST_2,INST_20,INST_21,INST_22,INST_23,INST_24,INST_25,INST_26,INST_27,INST_28,INST_29,INST_3,INST_30,INST_4,INST_5,INST_6,INST_7,INST_8,INST_9
INST_1,1.0,0.1388888888888889,0.02702702702702703,0.058823529411764705,0.41025641025641024,0.11627906976744186,0.08108108108108109,0.11764705882352941,0.030303030303030304,0.17073170731707318,0.029411764705882353,0.027777777777777776,0.43243243243243246,0.0625,0.34285714285714286,0.125,0.4166666666666667,0.34146341463414637,0.16666666666666666,0.16666666666666666,0.05714285714285714,0.6410256410256411,0.1282051282051282,0.0,0.07317073170731707,0.475,0.0,0.09090909090909091,0.19047619047619047,0.1282051282051282
INST_10,0.1388888888888889,1.0,0.2647058823529412,0.17647058823529413,0.325,0.24390243902439024,0.46511627906976744,0.24390243902439024,0.7714285714285715,0.2564102564102564,0.25,0.225,0.06521739130434782,0.5714285714285714,0.02564102564102564,0.1,0.29411764705882354,0.5,0.3488372093023256,0.48484848484848486,0.13513513513513514,0.13953488372093023,0.15384615384615385,0.4634146341463415,0.7105263157894737,0.024390243902439025,0.05,0.5454545454545454,0.5348837209302325,0.775
INST_11,0.02702702702702703,0.2647058823529412,1.0,0.6410256410256411,0.7804878048780488,0.813953488372093,0.7142857142857143,0.25806451612903225,0.18181818181818182,0.6,0.11764705882352941,0.22857142857142856,0.19444444444444445,0.29411764705882354,0.3888888888888889,0.48936170212765956,0.2222222222222222,0.18421052631578946,0.3023255813953488,0.3142857142857143,0.23684210526315788,0.13636363636363635,0.35294117647058826,0.07317073170731707,0.19047619047619047,0.08695652173913043,0.42857142857142855,0.15384615384615385,0.5952380952380952,0.2926829268292683
INST_12,0.058823529411764705,0.17647058823529413,0.6410256410256411,1.0,0.475,0.42857142857142855,0.28205128205128205,0.5,0.12121212121212122,0.7209302325581395,0.17647058823529413,0.1388888888888889,0.2972972972972973,0.16129032258064516,0.29411764705882354,0.5909090909090909,0.16666666666666666,0.02631578947368421,0.24444444444444444,0.16216216216216217,0.07894736842105263,0.3023255813953488,0.5897435897435898,0.05128205128205128,0.06976744186046512,0.1951219512195122,0.8235294117647058,0.13513513513513514,0.2631578947368421,0.2
INST_13,0.41025641025641024,0.325,0.7804878048780488,0.475,1.0,0.6170212765957447,0.5714285714285714,0.3333333333333333,0.15789473684210525,0.7441860465116279,0.15,0.3157894736842105,0.16666666666666666,0.4444444444444444,0.2,0.5,0.2682926829268293,0.14285714285714285,0.37777777777777777,0.41025641025641024,0.17142857142857143,0.35,0.3617021276595745,0.045454545454545456,0.275,0.17391304347826086,0.225,0.275,0.7391304347826086,0.4
INST_14,0.11627906976744186,0.24390243902439024,0.813953488372093,0.42857142857142855,0.6170212765957447,1.0,0.6530612244897959,0.4418604651162791,0.13636363636363635,0.5106382978723404,0.02631578947368421,0.17391304347826086,0.1111111111111111,0.4,0.34146341463414637,0.3958333333333333,0.2558139534883721,0.16666666666666666,0.30434782608695654,0.475,0.4318181818181818,0.1702127659574468,0.3958333333333333,0.08888888888888889,0.21739130434782608,0.18,0.39473684210526316,0.07317073170731707,0.5833333333333334,0.24489795918367346
INST_15,0.08108108108108109,0.46511627906976744,0.7142857142857143,0.28205128205128205,0.5714285714285714,0.6530612244897959,1.0,0.225,0.2926829268292683,0.37777777777777777,0.17142857142857143,0.3076923076923077,0.11363636363636363,0.42424242424242425,0.30952380952380953,0.3469387755102041,0.225,0.2682926829268293,0.3181818181818182,0.5128205128205128,0.17073170731707318,0.0975609756097561,0.2391304347826087,0.11363636363636363,0.4666666666666667,0.06666666666666667,0.1794871794871795,0.1794871794871795,0.5476190476190477,0.4
INST_16,0.11764705882352941,0.24390243902439024,0.25806451612903225,0.5,0.3333333333333333,0.4418604651162791,0.225,1.0,0.05405405405405406,0.5,0.2894736842105263,0.4,0.07692307692307693,0.5625,0.325,0.1794871794871795,0.2558139534883721,0.0,0.5,0.40540540540540543,0.2727272727272727,0.37209302325581395,0.9318181818181818,0.05405405405405406,0.24390243902439024,0.4666666666666667,0.7222222222222222,0.4634146341463415,0.3076923076923077,0.575
INST_17,0.030303030303030304,0.7714285714285715,0.18181818181818182,0.12121212121212122,0.15789473684210525,0.13636363636363635,0.2926829268292683,0.05405405405405406,1.0,0.08823529411764706,0.36666666666666664,0.38235294117647056,0.05128205128205128,0.3125,0.0,0.05263157894736842,0.16666666666666666,0.275,0.38095238095238093,0.3,0.3235294117647059,0.08571428571428572,0.047619047619047616,0.8421052631578947,0.6216216216216216,0.0,0.0,0.5135135135135135,0.36585365853658536,0.4857142857142857
INST_18,0.17073170731707318,0.2564102564102564,0.6,0.7209302325581395,0.7441860465116279,0.5106382978723404,0.37777777777777777,0.5,0.08823529411764706,1.0,0.16216216216216217,0.2619047619047619,0.12195121951219512,0.25806451612903225,0.2564102564102564,0.391304347826087,0.4418604651162791,0.05555555555555555,0.3829787234042553,0.2631578947368421,0.1,0.23255813953488372,0.5714285714285714,0.025,0.2619047619047619,0.2727272727272727,0.4722222222222222,0.1891891891891892,0.525,0.45652173913043476
