institution_id,INST_1,INST_10,INST_11,INST_12,INST_13,INST_14,INST_15,INST_16,INST_17,INST_18,INST_19,INST_2,INST_20,INST_21,INST_22,INST_23,INST_24,INST_25,INST_26,INST_27,INST_28,INST_29,INST_3,INST_30,INST_4,INST_5,INST_6,INST_7,INST_8,INST_9
INST_1,1.0,0.1388888888888889,0.2702702702702703,0.11764705882352941,0.0,0.046511627906976744,0.02702702702702703,0.14705882352941177,0.12121212121212122,0.8780487804878049,0.17647058823529413,0.2777777777777778,0.0,0.0,0.22857142857142856,0.075,0.1111111111111111,0.0,0.16666666666666666,0.13333333333333333,0.0,0.0,0.1794871794871795,0.15384615384615385,0.34146341463414637,0.4,0.4166666666666667,0.09090909090909091,0.2619047619047619,0.0
INST_10,0.1388888888888889,1.0,0.0,0.17647058823529413,0.025,0.12195121951219512,0.06976744186046512,0.0,0.37142857142857144,0.1282051282051282,0.19444444444444445,0.225,0.021739130434782608,0.0,0.2564102564102564,0.0,0.4117647058823529,0.05263157894736842,0.046511627906976744,0.18181818181818182,0.08108108108108109,0.27906976744186046,0.23076923076923078,0.34146341463414637,0.13157894736842105,0.14634146341463414,0.125,0.09090909090909091,0.627906976744186,0.125
INST_11,0.2702702702702703,0.0,1.0,0.10256410256410256,0.07317073170731707,0.046511627906976744,0.2619047619047619,0.03225806451612903,0.12121212121212122,0.15,0.11764705882352941,0.05714285714285714,0.027777777777777776,0.029411764705882353,0.1111111111111111,0.2127659574468085,0.05555555555555555,0.07894736842105263,0.27906976744186046,0.14285714285714285,0.02631578947368421,0.06818181818181818,0.08823529411764706,0.04878048780487805,0.09523809523809523,0.391304347826087,0.11428571428571428,0.0,0.09523809523809523,0.07317073170731707
INST_12,0.11764705882352941,0.17647058823529413,0.10256410256410256,1.0,0.1,0.21428571428571427,0.10256410256410256,0.029411764705882353,0.09090909090909091,0.20930232558139536,0.5,0.3055555555555556,0.05405405405405406,0.3225806451612903,0.23529411764705882,0.06818181818181818,0.1388888888888889,0.2631578947368421,0.26666666666666666,0.35135135135135137,0.21052631578947367,0.23255813953488372,0.05128205128205128,0.07692307692307693,0.09302325581395349,0.24390243902439024,0.35294117647058826,0.7837837837837838,0.18421052631578946,0.06666666666666667
INST_13,0.0,0.025,0.07317073170731707,0.1,1.0,0.2127659574468085,0.07142857142857142,0.02564102564102564,0.23684210526315788,0.0,0.15,0.0,0.8095238095238095,0.1388888888888889,0.025,0.045454545454545456,0.17073170731707318,0.8333333333333334,0.24444444444444444,0.15384615384615385,0.45714285714285713,0.425,0.3829787234042553,0.06818181818181818,0.05,0.43478260869565216,0.05,0.225,0.0,0.5777777777777777
INST_14,0.046511627906976744,0.12195121951219512,0.046511627906976744,0.21428571428571427,0.2127659574468085,1.0,0.4489795918367347,0.023255813953488372,0.45454545454545453,0.0851063829787234,0.05263157894736842,0.2826086956521739,0.35555555555555557,0.11428571428571428,0.07317073170731707,0.20833333333333334,0.4418604651162791,0.30952380952380953,0.15217391304347827,0.275,0.8181818181818182,0.02127659574468085,0.1875,0.2,0.15217391304347827,0.3,0.3157894736842105,0.34146341463414637,0.125,0.30612244897959184
INST_15,0.02702702702702703,0.06976744186046512,0.2619047619047619,0.10256410256410256,0.07142857142857142,0.4489795918367347,1.0,0.075,0.024390243902439025,0.022222222222222223,0.02857142857142857,0.07692307692307693,0.1590909090909091,0.0,0.023809523809523808,0.42857142857142855,0.075,0.0975609756097561,0.36363636363636365,0.15384615384615385,0.3902439024390244,0.0,0.13043478260869565,0.045454545454545456,0.06666666666666667,0.1111111111111111,0.20512820512820512,0.10256410256410256,0.047619047619047616,0.125
INST_16,0.14705882352941177,0.0,0.03225806451612903,0.029411764705882353,0.02564102564102564,0.023255813953488372,0.075,1.0,0.0,0.25,0.0,0.125,0.07692307692307693,0.125,0.275,0.02564102564102564,0.046511627906976744,0.0,0.125,0.0,0.030303030303030304,0.0,0.11363636363636363,0.13513513513513514,0.12195121951219512,0.022222222222222223,0.19444444444444445,0.024390243902439025,0.02564102564102564,0.0
INST_17,0.12121212121212122,0.37142857142857144,0.12121212121212122,0.09090909090909091,0.23684210526315788,0.45454545454545453,0.024390243902439025,0.0,1.0,0.11764705882352941,0.36666666666666664,0.20588235294117646,0.3076923076923077,0.28125,0.23333333333333334,0.02631578947368421,0.8611111111111112,0.225,0.023809523809523808,0.16666666666666666,0.6176470588235294,0.05714285714285714,0.5476190476190477,0.47368421052631576,0.2972972972972973,0.23684210526315788,0.375,0.21621621621621623,0.12195121951219512,0.37142857142857144
INST_18,0.8780487804878049,0.1282051282051282,0.15,0.20930232558139536,0.0,0.0851063829787234,0.022222222222222223,0.25,0.11764705882352941,1.0,0.10810810810810811,0.40476190476190477,0.0,0.0,0.1282051282051282,0.08695652173913043,0.13953488372093023,0.0,0.1276595744680851,0.13157894736842105,0.075,0.0,0.047619047619047616,0.125,0.40476190476190477,0.3181818181818182,0.5277777777777778,0.13513513513513514,0.275,0.0
INST_19,0.17647058823529413,0.19444444444444445,0.11764705882352941,0.5,0.15,0.05263157894736842,0.02857142857142857,0.0,0.36666666666666664,0.10810810810810811,1.0,0.13157894736842105,0.15384615384615385,0.25925925925925924,0.3225806451612903,0.0,0.375,0.22857142857142856,0.02702702702702703,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.1388888888888889,0.325,0.23076923076923078,0.06060606060606061,0.47368421052631576,0.058823529411764705,0.10256410256410256
INST_2,0.2777777777777778,0.225,0.05714285714285714,0.3055555555555556,0.0,0.2826086956521739,0.07692307692307693,0.125,0.20588235294117646,0.40476190476190477,0.13157894736842105,1.0,0.045454545454545456,0.07407407407407407,0.6756756756756757,0.045454545454545456,0.2702702702702703,0.024390243902439025,0.10869565217391304,0.21621621621621623,0.1388888888888889,0.0,0.0975609756097561,0.046511627906976744,0.275,0.1111111111111111,0.4473684210526316,0.1891891891891892,0.13157894736842105,0.075
INST_20,0.0,0.021739130434782608,0.027777777777777776,0.05405405405405406,0.8095238095238095,0.35555555555555557,0.1590909090909091,0.07692307692307693,0.3076923076923077,0.0,0.15384615384615385,0.045454545454545456,1.0,0.2857142857142857,0.02702702702702703,0.09090909090909091,0.23076923076923078,0.7,0.21951219512195122,0.16666666666666666,0.5365853658536586,0.4358974358974359,0.4146341463414634,0.1951219512195122,0.06818181818181818,0.28888888888888886,0.09090909090909091,0.25,0.0,0.425
INST_21,0.0,0.0,0.029411764705882353,0.3225806451612903,0.1388888888888889,0.11428571428571428,0.0,0.125,0.28125,0.0,0.25925925925925924,0.07407407407407407,0.2857142857142857,1.0,0.07407407407407407,0.027777777777777776,0.17857142857142858,0.05263157894736842,0.02631578947368421,0.038461538461538464,0.16129032258064516,0.05714285714285714,0.0967741935483871,0.02857142857142857,0.08823529411764706,0.0,0.15384615384615385,0.5806451612903226,0.0,0.06451612903225806
INST_22,0.22857142857142856,0.2564102564102564,0.1111111111111111,0.23529411764705882,0.025,0.07317073170731707,0.023809523809523808,0.275,0.23333333333333334,0.1282051282051282,0.3225806451612903,0.6756756756756757,0.02702702702702703,0.07407407407407407,1.0,0.0,0.2647058823529412,0.05263157894736842,0.1282051282051282,0.030303030303030304,0.14285714285714285,0.07692307692307693,0.125,0.029411764705882353,0.32432432432432434,0.19444444444444445,0.16666666666666666,0.029411764705882353,0.10256410256410256,0.02702702702702703
INST_23,0.075,0.0,0.2127659574468085,0.06818181818181818,0.045454545454545456,0.20833333333333334,0.42857142857142855,0.02564102564102564,0.02631578947368421,0.08695652173913043,0.0,0.045454545454545456,0.09090909090909091,0.027777777777777776,0.0,1.0,0.025,0.061224489795918366,0.49019607843137253,0.1,0.09090909090909091,0.045454545454545456,0.06666666666666667,0.0,0.0,0.16,0.22727272727272727,0.02127659574468085,0.0,0.024390243902439025
INST_24,0.1111111111111111,0.4117647058823529,0.05555555555555555,0.1388888888888889,0.17073170731707318,0.4418604651162791,0.075,0.046511627906976744,0.8611111111111112,0.13953488372093023,0.375,0.2702702702702703,0.23076923076923078,0.17857142857142858,0.2647058823529412,0.025,1.0,0.05714285714285714,0.0,0.08333333333333333,0.4473684210526316,0.047619047619047616,0.6136363636363636,0.5555555555555556,0.5111111111111111,0.09523809523809523,0.35135135135135137,0.2,0.13513513513513514,0.2391304347826087
INST_25,0.0,0.05263157894736842,0.07894736842105263,0.2631578947368421,0.8333333333333334,0.30952380952380953,0.0975609756097561,0.0,0.225,0.0,0.22857142857142856,0.024390243902439025,0.7,0.05263157894736842,0.05263157894736842,0.061224489795918366,0.05714285714285714,1.0,0.32,0.21621621621621623,0.45,0.4146341463414634,0.38636363636363635,0.1951219512195122,0.045454545454545456,0.46808510638297873,0.025,0.3023255813953488,0.043478260869565216,0.5405405405405406
INST_26,0.16666666666666666,0.046511627906976744,0.27906976744186046,0.26666666666666666,0.24444444444444444,0.15217391304347827,0.36363636363636365,0.125,0.023809523809523808,0.1276595744680851,0.02702702702702703,0.10869565217391304,0.21951219512195122,0.02631578947368421,0.1282051282051282,0.49019607843137253,0.0,0.32,1.0,0.6111111111111112,0.18181818181818182,0.23404255319148937,0.2222222222222222,0.0851063829787234,0.02040816326530612,0.1702127659574468,0.30952380952380953,0.16666666666666666,0.08163265306122448,0.16279069767441862
INST_27,0.13333333333333333,0.18181818181818182,0.14285714285714285,0.35135135135135137,0.15384615384615385,0.275,0.15384615384615385,0.0,0.16666666666666666,0.13157894736842105,0.0,0.21621621621621623,0.16666666666666666,0.038461538461538464,0.030303030303030304,0.1,0.08333333333333333,0.21621621621621623,0.6111111111111112,1.0,0.17647058823529413,0.2564102564102564,0.11428571428571428,0.5,0.0,0.14634146341463414,0.30303030303030304,0.21621621621621623,0.3333333333333333,0.6052631578947368
