k,mean_ari,std_ari,min_cluster_size,mean_confidence,silhouette
2,0.32067495090609477,0.27685320584947987,10.0,0.7273388727860891,0.16647003362676108
3,0.2466015374799871,0.2394142799301829,1.0,0.5487157897350649,0.15373702244983267
4,0.21920009009284766,0.18442398376988162,1.0,0.46338264574522,0.11935745154058301
5,0.2581349958629541,0.16403042440619006,1.0,0.4609278484433383,0.13120469189133835
6,0.27508292325541356,0.1555325952513718,1.0,0.44490592785412686,0.09894184311504477
