institution_id,peer_group,confidence
CHBV,0,0.6037295775415088
CHEDV,0,0.7122352728970376
CHLN,0,0.7088198560406568
CHSJ,0,0.2564599741800166
CHTS,0,0.5274629231537576
CHVNGE,0,0.7387919829767657
HSO,1,1.0
ULSAM,2,1.0
ULSM,0,0.6978582195151963
