k,mean_ari,std_ari,min_cluster_size,mean_confidence,silhouette,mean_recall,mean_false_positive_rate
2,0.4222370600414078,0.5493848451514071,1.0,0.8220951830063353,0.6478343011325162,0.2222222222222222,0.0
3,0.46880398334189155,0.34804366714644636,1.0,0.6939286451449933,-0.14132379759111344,0.22444444444444445,0.0
4,0.418863270779204,0.3350012344276072,1.0,0.6329674026501383,0.36786198872852816,0.2222222222222222,0.0
