institution_id,peer_group,confidence
INST_1,2,0.5049754594547894
INST_10,1,0.4852941176470589
INST_11,4,0.4657152924594785
INST_12,1,0.6437908496732027
INST_13,3,0.5879000016506711
INST_14,2,0.24643489429854876
INST_15,0,0.5127938727938728
INST_16,3,0.42015222998454704
INST_17,3,0.5376859013332056
INST_18,2,0.4604588080761904
INST_19,2,0.5653712187693013
INST_2,0,0.5177752480078062
INST_20,0,0.6362133530426213
INST_21,3,0.5024678912783751
INST_22,2,0.4261136842872457
INST_23,0,0.5544069264069265
INST_24,1,0.4526143790849674
INST_25,2,0.5552062836722657
INST_26,4,0.47224512984037975
INST_27,4,0.33447293447293447
INST_28,2,0.4801078058829997
INST_29,4,0.3931913240423879
INST_3,3,0.6621663020295924
INST_30,0,0.29217504817304485
INST_4,2,0.5884251600510529
INST_5,0,0.5927754137115839
INST_6,2,0.5930478325215167
INST_7,3,0.5946625618537499
INST_8,3,0.5938740062584054
INST_9,2,0.35329974213647
