k,mean_ari,std_ari,min_cluster_size,mean_confidence,silhouette
2,0.4908168908210771,0.41824460002611313,7.0,0.8090446543037402,0.2711132905419226
3,0.3070964232153825,0.24786336840290216,1.0,0.6004701893908344,0.24733513413255312
4,0.2669199725136728,0.17627446537998687,1.0,0.47031187871687513,0.21995977663371805
5,0.22939113263596153,0.1287363638768831,1.0,0.43394819344627356,0.1648058327369039
6,0.2950470101726976,0.17472497335766632,1.0,0.4361947887381269,0.11825101350536289
